description,name,protein,fat,carbohydrate,calories
['regular'],"Vegetable dip, regular",1.92,45.8,3.12,430
['light'],"Vegetable dip, light",2.04,15.2,13.6,198
['NFS'],"Ice cream, NFS",3.57,11.3,26.4,221
['vanilla'],"Ice cream, vanilla",3.5,11.0,23.6,207
"['vanilla', 'withadditionalingredients']","Ice cream, vanilla, with additional ingredients",3.67,11.8,30.5,242
['chocolate'],"Ice cream, chocolate",3.8,11.0,28.2,216
"['chocolate', 'withadditionalingredients']","Ice cream, chocolate, with additional ingredients",3.93,11.8,34.4,249
"['softserve', 'vanilla']","Ice cream, soft serve, vanilla",4.78,4.83,29.5,180
"['softserve', 'chocolate']","Ice cream, soft serve, chocolate",5.0,7.19,25.7,187
['vanilla'],"Gelato, vanilla",3.5,16.2,22.3,249
['chocolate'],"Gelato, chocolate",4.72,17.0,19.8,251
['vanilla'],"Ice cream bar, vanilla",2.11,25.3,37.1,358
"['vanilla', 'chocolatecoated']","Ice cream bar, vanilla, chocolate coated",4.1,24.1,24.5,331
[],Ice cream candy bar,4.4,20.2,30.9,323
['chocolate'],"Ice cream bar, chocolate",4.41,23.9,25.2,329
['vanilla'],"Ice cream sandwich, vanilla",4.28,11.8,35.9,264
['chocolate'],"Ice cream sandwich, chocolate",4.5,11.8,39.3,270
[],Ice cream cookie sandwich,4.61,14.1,43.4,317
"['scooped', 'vanilla']","Ice cream cone, scooped, vanilla",3.68,10.8,25.8,215
"['scooped', 'vanilla', 'wafflecone']","Ice cream cone, scooped, vanilla, waffle cone",3.76,10.6,27.2,218
['NFS'],"Ice cream cone, NFS",3.75,11.1,28.5,229
"['scooped', 'chocolate']","Ice cream cone, scooped, chocolate",3.97,10.8,30.2,224
"['scooped', 'chocolate', 'wafflecone']","Ice cream cone, scooped, chocolate, waffle cone",4.04,10.6,31.5,227
"['softserve', 'vanilla']","Ice cream cone, soft serve, vanilla",4.91,4.91,31.4,189
"['softserve', 'chocolate']","Ice cream cone, soft serve, chocolate",5.12,7.18,27.8,196
"['softserve', 'vanilla', 'wafflecone']","Ice cream cone, soft serve, vanilla, waffle cone",4.96,4.77,32.7,193
"['softserve', 'chocolate', 'wafflecone']","Ice cream cone, soft serve, chocolate, waffle cone",5.17,6.99,29.1,200
"['vanilla', 'prepackaged']","Ice cream cone, vanilla, prepackaged",5.21,21.9,34.4,354
"['chocolate', 'prepackaged']","Ice cream cone, chocolate, prepackaged",5.35,21.8,34.6,353
['flavorsotherthanchocolate'],"Ice cream soda, flavors other than chocolate",0.92,2.9,14.0,85.0
['chocolate'],"Ice cream soda, chocolate",1.0,2.9,15.2,87.0
['NFS'],"Ice cream sundae, NFS",3.72,11.2,31.9,243
['fruittopping'],"Ice cream sundae, fruit topping",2.74,9.22,32.7,221
[],Banana split,2.44,6.89,32.6,199
['hotfudgetopping'],"Ice cream sundae, hot fudge topping",3.72,11.2,31.9,243
['carameltopping'],"Ice cream sundae, caramel topping",2.97,9.19,30.6,213
['fried'],"Ice cream, fried",3.94,15.2,32.8,282
['NFS'],"Light ice cream, NFS",4.38,6.14,25.4,174
['vanilla'],"Light ice cream, vanilla",4.38,6.14,25.4,174
['chocolate'],"Light ice cream, chocolate",4.27,6.46,26.2,180
"['blendedwithcandyorcookies', 'fromfastfood']","Soft serve, blended with candy or cookies, from fast food",4.0,6.06,26.2,176
['vanilla'],"Light ice cream sandwich, vanilla",4.93,8.15,37.3,239
['chocolate'],"Light ice cream sandwich, chocolate",4.85,8.4,37.9,243
['vanilla'],"Light ice cream bar, vanilla",3.23,16.6,18.8,236
"['vanilla', 'chocolatecoated']","Light ice cream bar, vanilla, chocolate coated",3.39,16.6,19.2,236
['chocolate'],"Light ice cream bar, chocolate",3.31,16.9,19.7,240
[],Creamsicle,1.54,3.08,32.8,165
[],Fudgesicle,2.56,3.67,30.0,163
"['vanilla', 'prepackaged']","Light ice cream cone, vanilla, prepackaged",5.41,7.3,34.2,223
"['chocolate', 'prepackaged']","Light ice cream cone, chocolate, prepackaged",5.32,7.56,34.9,227
['allflavors'],"Sherbet, all flavors",1.1,2.0,30.4,144
['light'],"Fudgesicle, light",3.67,1.87,23.1,124
"['chocolate', 'NFS']","Pudding, chocolate, NFS",2.09,4.6,23.0,142
['bread'],"Pudding, bread",5.6,4.86,23.5,156
"['flavorsotherthanchocolate', 'NFS']","Pudding, flavors other than chocolate, NFS",1.45,3.78,22.6,130
[],Custard,5.08,3.64,11.0,97.0
[],Flan,5.23,4.94,28.2,178
[],Creme brulee,4.06,2.83,17.8,113
['rice'],"Pudding, rice",3.23,2.15,18.4,108
['Indianpudding'],"Firni, Indian pudding",3.58,3.1,25.1,144
"['tapioca', 'madefromdrymix']","Pudding, tapioca, made from dry mix",1.95,3.88,21.7,130
"['flavorsotherthanchocolate', 'madefromdrymix']","Pudding, flavors other than chocolate, made from dry mix",2.78,1.89,19.4,106
"['chocolate', 'madefromdrymix']","Pudding, chocolate, made from dry mix",3.14,2.1,20.3,113
"['flavorsotherthanchocolate', 'madefromdrymix', 'sugarfree']","Pudding, flavors other than chocolate, made from dry mix, sugar free",3.18,2.07,9.53,70.0
"['chocolate', 'madefromdrymix', 'sugarfree']","Pudding, chocolate, made from dry mix, sugar free",3.48,2.16,10.5,76.0
"['flavorsotherthanchocolate', 'ready-to-eat']","Pudding, flavors other than chocolate, ready-to-eat",1.45,3.78,22.6,130
"['flavorsotherthanchocolate', 'ready-to-eat', 'sugarfree']","Pudding, flavors other than chocolate, ready-to-eat, sugar free",3.18,2.07,9.53,70.0
"['chocolate', 'ready-to-eat']","Pudding, chocolate, ready-to-eat",2.09,4.6,23.0,142
"['chocolate', 'ready-to-eat', 'sugarfree']","Pudding, chocolate, ready-to-eat, sugar free",3.48,2.16,10.5,76.0
"['tapioca', 'ready-to-eat']","Pudding, tapioca, ready-to-eat",1.95,3.88,21.7,130
[],Banana pudding,2.57,4.26,28.0,160
[],Mousse,4.38,15.2,16.0,211
[],Dulce de leche,6.84,7.35,55.4,315
['Indiandessert'],"Barfi or Burfi, Indian dessert",5.41,11.3,40.5,283
[],Trifle,3.52,7.15,23.2,169
[],Tiramisu,5.99,24.3,29.5,355
[],White sauce or gravy,3.84,10.2,9.21,144
['NFS'],"Cheese, NFS",20.4,29.6,5.0,368
['BlueorRoquefort'],"Cheese, Blue or Roquefort",21.4,28.7,2.34,353
['Brick'],"Cheese, Brick",23.2,29.7,2.79,371
['Camembert'],"Cheese, Camembert",19.8,24.3,0.46,300
['Brie'],"Cheese, Brie",20.8,27.7,0.45,334
['Cheddar'],"Cheese, Cheddar",23.3,34.0,2.44,409
"['Cheddar', 'reducedfat']","Cheese, Cheddar, reduced fat",27.4,20.4,2.67,316
"['Cheddar', 'nonfatorfatfree']","Cheese, Cheddar, nonfat or fat free",32.1,0.0,7.14,157
['Colby'],"Cheese, Colby",23.8,32.1,2.57,394
['ColbyJack'],"Cheese, Colby Jack",24.1,31.2,1.62,384
['Feta'],"Cheese, Feta",14.2,21.5,3.88,265
['Fontina'],"Cheese, Fontina",25.6,31.1,1.55,389
['goat'],"Cheese, goat",21.6,29.8,0.12,364
['GoudaorEdam'],"Cheese, Gouda or Edam",24.9,27.4,2.22,356
['Gruyere'],"Cheese, Gruyere",29.8,32.3,0.36,413
['Limburger'],"Cheese, Limburger",20.0,27.2,0.49,327
['Monterey'],"Cheese, Monterey",24.5,30.3,0.68,373
"['Monterey', 'reducedfat']","Cheese, Monterey, reduced fat",28.2,21.6,0.7,313
"['Mozzarella', 'NFS']","Cheese, Mozzarella, NFS",23.7,20.4,4.44,296
"['Mozzarella', 'partskim']","Cheese, Mozzarella, part skim",23.7,20.4,4.44,296
"['Mozzarella', 'reducedsodium']","Cheese, Mozzarella, reduced sodium",27.5,17.1,3.1,280
"['Mozzarella', 'nonfatorfatfree']","Cheese, Mozzarella, nonfat or fat free",31.7,0.0,3.5,141
['Muenster'],"Cheese, Muenster",23.4,30.0,1.12,368
"['Muenster', 'reducedfat']","Cheese, Muenster, reduced fat",24.7,17.6,3.5,271
"['Parmesan', 'drygrated']","Cheese, Parmesan, dry grated",29.6,28.0,12.4,420
"['Parmesan', 'drygrated', 'reducedfat']","Cheese, Parmesan, dry grated, reduced fat",34.8,16.5,26.2,395
"['Parmesan', 'hard']","Cheese, Parmesan, hard",29.6,28.0,12.4,420
"['Parmesan', 'drygrated', 'fatfree']","Cheese, Parmesan, dry grated, fat free",40.0,5.0,40.0,370
['PortduSalut'],"Cheese, Port du Salut",24.9,27.4,2.22,356
['Provolone'],"Cheese, Provolone",25.6,26.6,2.14,351
"['provolone', 'reducedfat']","Cheese, provolone, reduced fat",24.7,17.6,3.5,274
['Swiss'],"Cheese, Swiss",27.0,31.0,1.44,393
"['Swiss', 'reducedsodium']","Cheese, Swiss, reduced sodium",28.4,27.4,3.4,374
"['Swiss', 'reducedfat']","Cheese, Swiss, reduced fat",28.4,5.1,3.4,179
"['Swiss', 'nonfatorfatfree']","Cheese, Swiss, nonfat or fat free",28.4,0.0,3.4,127
"['Cheddar', 'reducedsodium']","Cheese, Cheddar, reduced sodium",24.4,32.6,1.91,398
['paneer'],"Cheese, paneer",15.9,15.5,22.5,299
['Mexicanblend'],"Cheese, Mexican blend",23.5,28.5,1.75,358
"['Mexicanblend', 'reducedfat']","Cheese, Mexican blend, reduced fat",24.7,19.4,3.41,282
['agedMexicancheese'],"Queso Anejo, aged Mexican cheese",21.4,30.0,4.63,373
[],Queso Asadero,22.6,28.3,2.87,356
[],Queso Fresco,18.1,23.8,2.98,299
[],Queso cotija,20.0,30.0,3.97,366
"['cottage', 'NFS']","Cheese, cottage, NFS",11.0,2.3,4.31,82.0
"['cottage', 'creamed', 'largeorsmallcurd']","Cheese, cottage, creamed, large or small curd",11.1,4.3,3.38,98.0
"[""farmer's""]","Cottage cheese, farmer's",10.5,9.8,3.18,143
['Ricotta'],"Cheese, Ricotta",9.6,9.46,6.0,148
"['cottage', 'withfruit']","Cheese, cottage, with fruit",9.41,1.96,4.94,74.0
"['cottage', 'withvegetables']","Cheese, cottage, with vegetables",9.78,1.98,5.63,79.0
"['cottage', 'drycurd']","Cheese, cottage, dry curd",10.3,0.29,6.66,72.0
"['cottage', 'salted', 'drycurd']","Cheese, cottage, salted, dry curd",10.2,0.29,6.59,71.0
[],Puerto Rican white cheese,18.1,23.8,2.98,299
"['cottage', 'lowfat']","Cheese, cottage, low fat",11.0,2.3,4.31,82.0
"['cottage', 'lowfat', 'withfruit']","Cheese, cottage, lowfat, with fruit",7.32,1.54,9.99,81.0
"['cottage', 'lowfat', 'lowsodium']","Cheese, cottage, lowfat, low sodium",12.4,1.0,2.7,72.0
"['cottage', 'lowfat', 'lactosereduced']","Cheese, cottage, lowfat, lactose reduced",11.0,2.3,4.31,82.0
"['regular', 'plain']","Cream cheese, regular, plain",6.15,34.4,5.52,350
"['regular', 'flavored']","Cream cheese, regular, flavored",7.11,13.9,16.4,218
['light'],"Cream cheese, light",7.85,15.3,8.13,201
['AmericanandSwissblends'],"Cheese, American and Swiss blends",18.0,30.6,5.27,368
['American'],"Cheese, American",17.2,28.2,6.82,350
"['American', 'reducedfat']","Cheese, American, reduced fat",17.6,14.1,10.6,240
"['American', 'nonfatorfatfree']","Cheese, American, nonfat or fat free",21.0,0.0,10.5,126
"['American', 'reducedsodium']","Cheese, American, reduced sodium",22.2,31.2,1.6,376
"['AmericanorCheddarcheesebase', 'reducedfat']","Cheese spread, American or Cheddar cheese base, reduced fat",13.4,8.88,10.7,176
['fatfree'],"Cream cheese spread, fat free",15.7,1.0,7.66,105
['processedcheesefood'],"Cheese, processed cheese food",16.1,23.1,8.85,307
"['processed', 'withvegetables']","Cheese, processed, with vegetables",14.3,32.1,3.91,359
['withwine'],"Cheese,  with wine",16.1,23.1,8.85,307
['AmericanorCheddarcheesebase'],"Cheese spread, American or Cheddar cheese base",16.4,21.2,8.73,290
['Swisscheesebase'],"Cheese spread, Swiss cheese base",16.4,21.2,8.73,290
"['creamcheese', 'regular']","Cheese spread, cream cheese, regular",7.1,28.6,3.5,295
"['creamcheese', 'light']","Cheese spread, cream cheese, light",7.85,15.3,8.13,201
['pressurizedcan'],"Cheese spread, pressurized can",16.4,21.2,8.73,290
[],Imitation cheese,25.0,32.0,1.0,390
"['cottagecheese', 'withgelatindessert']","Cheese, cottage cheese, with gelatin dessert",6.55,2.32,8.37,80.0
"['cottagecheese', 'withgelatindessertandfruit']","Cheese, cottage cheese, with gelatin dessert and fruit",5.11,1.77,9.41,72.0
"['cottagecheese', 'withgelatindessertandvegetables']","Cheese, cottage cheese, with gelatin dessert and vegetables",7.71,2.85,6.27,82.0
[],Cheese ball,18.1,38.1,5.57,427
[],Artichoke dip,3.65,33.1,5.47,331
[],Spinach and artichoke dip,4.0,33.2,4.76,330
[],Seafood dip,5.97,33.2,3.89,338
[],Cheese dip with chili pepper,3.14,9.51,11.1,143
[],Cheese dip,3.3,13.1,7.76,162
[],Topping from cheese pizza,16.9,14.7,7.62,230
[],Topping from vegetable pizza,15.6,15.6,12.2,247
[],Topping from meat pizza,19.2,24.5,5.65,321
[],Topping from meat and vegetable pizza,17.6,22.0,7.66,299
[],Cheese fondue,19.3,21.2,1.95,276
[],Cheese souffle,9.43,16.0,6.38,207
[],Welsh rarebit,7.5,12.3,6.32,165
['NFS'],"Cheese sandwich, NFS",12.2,11.6,32.6,283
"['Americancheese', 'onwhitebread']","Cheese sandwich, American cheese, on white bread",12.2,11.6,32.6,283
"['Americancheese', 'onwheatbread']","Cheese sandwich, American cheese, on wheat bread",13.3,11.8,30.4,281
"['cheddarcheese', 'onwhitebread']","Cheese sandwich, cheddar cheese, on white bread",15.1,16.1,30.0,325
"['cheddarcheese', 'onwheatbread']","Cheese sandwich, cheddar cheese, on wheat bread",16.3,16.3,27.7,323
"['reducedfatcheese', 'onwhitebread']","Cheese sandwich, reduced fat cheese, on white bread",12.8,7.92,33.3,256
"['reducedfatcheese', 'onwheatbread']","Cheese sandwich, reduced fat cheese, on wheat bread",14.0,8.14,31.1,254
['NFS'],"Grilled cheese sandwich, NFS",10.8,19.3,28.7,331
"['Americancheese', 'onwhitebread']","Grilled cheese sandwich, American cheese, on white bread",10.8,19.3,28.7,331
"['Americancheese', 'onwheatbread']","Grilled cheese sandwich, American cheese, on wheat bread",11.8,19.5,26.7,329
"['cheddarcheese', 'onwhitebread']","Grilled cheese sandwich, cheddar cheese, on white bread",13.4,23.3,26.4,368
"['cheddarcheese', 'onwheatbread']","Grilled cheese sandwich, cheddar cheese, on wheat bread",14.4,23.5,24.4,366
"['reducedfatcheese', 'onwhitebread']","Grilled cheese sandwich, reduced fat cheese, on white bread",11.3,16.0,29.3,307
"['reducedfatcheese', 'onwheatbread']","Grilled cheese sandwich, reduced fat cheese, on wheat bread",12.3,16.2,27.4,305
[],Cheese sauce,3.3,13.1,7.76,162
[],Alfredo sauce,2.37,15.2,1.48,150
[],Alfredo sauce with added vegetables,2.26,11.7,2.4,121
[],Alfredo sauce with meat,6.72,15.5,1.2,170
[],Alfredo sauce with meat and added vegetables,6.63,12.6,1.95,147
[],Alfredo sauce with poultry,7.08,13.7,1.2,155
[],Alfredo sauce with poultry and added vegetables,6.99,10.9,1.95,132
[],Alfredo sauce with seafood,6.11,12.6,1.76,144
[],Alfredo sauce with seafood and added vegetables,6.03,9.76,2.5,121
"['breaded', 'baked', 'orfried']","Mozzarella sticks, breaded, baked, or fried",14.8,18.3,25.1,325
"['tomato', 'andbasil', 'withoilandvinegardressing']","Mozzarella cheese, tomato, and basil, with oil and vinegar dressing",7.17,10.9,3.86,139
"['homerecipe', 'cannedorready-to-serve']","Cheddar cheese soup, home recipe, canned or ready-to-serve",2.05,3.04,8.1,67.0
['NFS'],"Meat, NFS",27.1,11.3,0.0,215
"['ground', 'NFS']","Meat, ground, NFS",25.6,17.0,0.0,262
['NFS'],"Baby Toddler meat, NFS",12.6,5.99,1.25,112
['NFS'],"Beef, NFS",27.1,13.0,0.0,231
"['NSastotypeofmeat', 'NSastofateaten']","Steak, NS as to type of meat, NS as to fat eaten",27.0,13.0,0.0,230
"['steak', 'NFS']","Beef, steak, NFS",27.0,12.9,0.0,229
"['steak', 'chuck']","Beef, steak, chuck",26.0,13.4,0.21,225
"['steak', 'cube']","Beef, steak, cube",28.8,7.1,0.0,187
"['steak', 'flank']","Beef, steak, flank",29.1,14.1,0.0,243
"['steak', 'ribeye', 'NSastofateaten']","Beef, steak, ribeye, NS as to fat eaten",25.0,17.7,0.0,260
"['steak', 'ribeye', 'leanandfateaten']","Beef, steak, ribeye, lean and fat eaten",23.5,21.6,0.0,289
"['steak', 'ribeye', 'leanonlyeaten']","Beef, steak, ribeye, lean only eaten",26.5,13.8,0.0,230
"['steak', 'round']","Beef, steak, round",29.7,4.25,0.0,166
"['steak', 'sirloin', 'NSastofateaten']","Beef, steak, sirloin, NS as to fat eaten",27.1,14.0,0.0,239
"['steak', 'sirloin', 'leanandfateaten']","Beef, steak, sirloin, lean and fat eaten",26.2,16.6,0.0,262
"['steak', 'sirloin', 'leanonlyeaten']","Beef, steak, sirloin, lean only eaten",28.0,11.3,0.0,216
"['steak', 'strip', 'NSastofateaten']","Beef, steak, strip, NS as to fat eaten",27.1,14.0,0.0,239
"['steak', 'strip', 'leanandfateaten']","Beef, steak, strip, lean and fat eaten",26.2,16.6,0.0,262
"['steak', 'strip', 'leanonlyeaten']","Beef, steak, strip, lean only eaten",28.0,11.3,0.0,216
"['steak', 'T-bone', 'NSastofateaten']","Beef, steak, T-bone, NS as to fat eaten",26.2,15.6,0.0,252
"['steak', 'T-bone', 'leanandfateaten']","Beef, steak, T-bone,  lean and fat eaten",25.2,18.4,0.0,274
"['steak', 'T-bone', 'leanonlyeaten']","Beef, steak, T-bone, lean only eaten",27.1,12.7,0.0,230
"['steak', 'tenderloin']","Beef, steak, tenderloin",30.5,8.25,0.0,196
"['steak', 'countryfried']","Beef, steak, country fried",19.9,21.0,7.94,306
['oxtails'],"Beef, oxtails",25.9,16.5,0.0,257
['neckbones'],"Beef, neck bones",25.9,16.5,0.0,257
['shortribs'],"Beef, shortribs",18.2,14.1,12.1,253
['cowhead'],"Beef, cow head",25.9,16.5,0.0,257
['roast'],"Beef, roast",29.1,9.72,0.0,206
['potroast'],"Beef, pot roast",28.4,15.4,0.0,251
['stewmeat'],"Beef, stew meat",28.4,15.4,0.0,251
['corned'],"Beef, corned",18.2,19.0,0.47,251
['brisket'],"Beef, brisket",29.4,12.0,0.0,231
['sandwichsteak'],"Beef, sandwich steak",18.3,27.6,0.0,326
"['ground', 'raw']","Beef, ground, raw",18.4,14.9,0.0,213
['ground'],"Beef, ground",25.6,16.8,0.0,261
"['ground', 'patty']","Beef, ground, patty",25.4,18.2,0.0,272
"['bacon', 'cooked']","Beef, bacon, cooked",31.3,34.4,1.4,449
"['bacon', 'reducedsodium', 'cooked']","Beef, bacon, reduced sodium, cooked",37.0,41.8,1.43,541
"['dried', 'chipped', 'uncooked']","Beef, dried, chipped, uncooked",31.1,1.94,2.76,153
"['dried', 'chipped', 'cookedinfat']","Beef, dried, chipped, cooked in fat",28.1,11.3,2.5,225
[],Beef jerky,33.2,25.6,11.0,410
[],Baby Toddler beef,12.0,2.52,2.43,81.0
['NFS'],"Pork, NFS",27.1,8.67,0.0,192
['ground'],"Pork, ground",26.9,21.2,0.0,299
['carnitas'],"Pork, carnitas",24.6,18.3,0.0,271
[],Pork jerky,33.2,25.6,11.0,410
"['chop', 'NSastofateaten']","Pork, chop, NS as to fat eaten",27.5,7.55,0.0,183
"['chop', 'leanandfateaten']","Pork, chop, lean and fat eaten",27.0,9.17,0.01,195
"['chop', 'leanonlyeaten']","Pork, chop, lean only eaten",28.0,5.94,0.0,171
"['chop', 'coated', 'NSastofateaten']","Pork, chop, coated, NS as to fat eaten",25.5,9.18,7.2,219
"['chop', 'coated', 'leanandfateaten']","Pork, chop, coated, lean and fat eaten",25.1,10.6,7.16,229
"['chop', 'coated', 'leanonlyeaten']","Pork, chop, coated, lean only eaten",26.0,7.74,7.16,208
"['chop', 'stuffed']","Pork, chop, stuffed",18.4,9.04,7.82,190
"['steak', 'NSastofateaten']","Pork, steak, NS as to fat eaten",25.9,15.1,0.0,247
"['steak', 'leanandfateaten']","Pork, steak, lean and fat eaten",25.2,17.4,0.01,264
"['steak', 'leanonlyeaten']","Pork, steak, lean only eaten",26.7,12.8,0.0,230
"['steak', 'coated']","Pork, steak, coated",24.2,15.8,7.2,275
['tenderloin'],"Pork, tenderloin",24.6,3.38,0.09,134
[],Ham,19.0,3.87,1.58,117
['prosciutto'],"Ham, prosciutto",27.8,8.32,0.3,195
['canned'],"Ham, canned",20.9,8.43,0.49,167
['ground'],"Ham, ground",20.9,8.43,0.49,167
['roast'],"Pork, roast",26.6,7.49,0.0,181
['PuertoRicanstyle'],"Fried pork chunks, Puerto Rican style",35.3,11.3,0.75,257
['roll'],"Pork, roll",13.1,28.4,4.49,329
['cooked'],"Canadian bacon, cooked",28.3,2.78,1.8,146
"['NSastotypeofmeat', 'cooked']","Bacon, NS as to type of meat, cooked",37.4,35.8,1.9,484
"['NSastotypeofmeat', 'reducedsodium', 'cooked']","Bacon, NS as to type of meat, reduced sodium, cooked",13.3,20.0,4.8,253
"['NSastofresh', 'smokedorcured', 'cooked']","Pork bacon, NS as to fresh, smoked or cured, cooked",37.4,35.8,1.9,484
"['NSastofresh', 'smokedorcured', 'reducedsodium', 'cooked']","Pork bacon, NS as to fresh, smoked or cured, reduced sodium, cooked",37.0,41.8,1.43,541
"['smokedorcured', 'cooked']","Pork bacon, smoked or cured, cooked",33.9,35.1,1.7,468
"['fresh', 'cooked']","Bacon or side pork, fresh, cooked",33.9,35.1,1.7,468
"['smokedorcured', 'reducedsodium', 'cooked']","Pork bacon, smoked or cured, reduced sodium, cooked",37.0,41.8,1.43,541
['cooked'],"Fat back, cooked",2.68,81.9,0.0,750
['NFS'],"Ribs, NFS",16.5,15.0,12.1,254
['ribs'],"Pork, ribs",16.2,15.1,12.1,254
['cracklings'],"Pork, cracklings",45.0,41.7,0.0,569
['ears'],"Pork, ears",26.2,13.8,0.0,236
['bones'],"Pork, bones",26.2,13.8,0.0,236
"[""pig'sfeet""]","Pork, pig's feet",21.8,15.9,0.0,236
"[""pig'sfeet"", 'pickled']","Pork, pig's feet, pickled",11.6,10.0,0.01,140
['hamhocks'],"Pork, ham hocks",14.6,22.8,1.09,268
['belly'],"Pork, belly",26.6,32.2,0.0,404
[],Pork skin rinds,61.3,31.3,0.0,544
[],Baby Toddler ham,11.3,3.8,3.7,97.0
[],Baby Toddler meat stick,13.7,14.2,1.4,188
['NSastocut'],"Lamb, NS as to cut",24.3,20.8,0.0,292
